GO:0000003	P
GO:0000228	C
GO:0000229	C
GO:0000902	P
GO:0000988	F
GO:0001071	F
GO:0002376	P
GO:0003013	P
GO:0003674	F
GO:0003677	F
GO:0003723	F
GO:0003729	F
GO:0003735	F
GO:0003924	F
GO:0004386	F
GO:0004518	F
GO:0004871	F
GO:0005198	F
GO:0005575	C
GO:0005576	C
GO:0005578	C
GO:0005615	C
GO:0005618	C
GO:0005622	C
GO:0005623	C
GO:0005634	C
GO:0005635	C
GO:0005654	C
GO:0005694	C
GO:0005730	C
GO:0005737	C
GO:0005739	C
GO:0005764	C
GO:0005768	C
GO:0005773	C
GO:0005777	C
GO:0005783	C
GO:0005794	C
GO:0005811	C
GO:0005815	C
GO:0005829	C
GO:0005840	C
GO:0005856	C
GO:0005886	C
GO:0005929	C
GO:0005975	P
GO:0006091	P
GO:0006259	P
GO:0006397	P
GO:0006399	P
GO:0006412	P
GO:0006457	P
GO:0006461	P
GO:0006464	P
GO:0006520	P
GO:0006605	P
GO:0006629	P
GO:0006790	P
GO:0006810	P
GO:0006913	P
GO:0006914	P
GO:0006950	P
GO:0007005	P
GO:0007009	P
GO:0007010	P
GO:0007034	P
GO:0007049	P
GO:0007059	P
GO:0007067	P
GO:0007155	P
GO:0007165	P
GO:0007267	P
GO:0007568	P
GO:0008092	F
GO:0008134	F
GO:0008135	F
GO:0008150	P
GO:0008168	F
GO:0008219	P
GO:0008233	F
GO:0008283	P
GO:0008289	F
GO:0008565	F
GO:0009056	P
GO:0009058	P
GO:0009536	C
GO:0009579	C
GO:0009790	P
GO:0015979	P
GO:0016192	P
GO:0016301	F
GO:0016491	F
GO:0016746	F
GO:0016757	F
GO:0016765	F
GO:0016779	F
GO:0016791	F
GO:0016798	F
GO:0016810	F
GO:0016829	F
GO:0016853	F
GO:0016874	F
GO:0016887	F
GO:0019748	P
GO:0019843	F
GO:0019899	F
GO:0021700	P
GO:0022607	P
GO:0022618	P
GO:0022857	F
GO:0030154	P
GO:0030198	P
GO:0030234	F
GO:0030312	C
GO:0030533	F
GO:0030555	F
GO:0030674	F
GO:0030705	P
GO:0031410	C
GO:0032182	F
GO:0032196	P
GO:0034330	P
GO:0034641	P
GO:0034655	P
GO:0040007	P
GO:0040011	P
GO:0042254	P
GO:0042393	F
GO:0042592	P
GO:0043167	F
GO:0043226	C
GO:0043234	C
GO:0043473	P
GO:0044281	P
GO:0044403	P
GO:0048646	P
GO:0048856	P
GO:0048870	P
GO:0050877	P
GO:0051082	F
GO:0051186	P
GO:0051276	P
GO:0051301	P
GO:0051604	P
GO:0055085	P
GO:0061024	P
GO:0065003	P
GO:0071554	P
GO:0071941	P
