GO:0000003	P
GO:0000109	C
GO:0000128	P
GO:0000133	C
GO:0000151	C
GO:0000166	F
GO:0000178	C
GO:0000267	C
GO:0000280	P
GO:0000307	C
GO:0000346	C
GO:0000347	C
GO:0000439	C
GO:0000502	C
GO:0000746	P
GO:0000776	C
GO:0000782	C
GO:0000786	C
GO:0000796	C
GO:0000808	C
GO:0000930	C
GO:0001534	C
GO:0001775	P
GO:0001816	P
GO:0001871	F
GO:0001882	F
GO:0001906	P
GO:0001917	C
GO:0002054	F
GO:0002376	P
GO:0003674	F
GO:0003676	F
GO:0003682	F
GO:0003774	F
GO:0003823	F
GO:0003824	F
GO:0004133	F
GO:0004386	F
GO:0004497	F
GO:0004803	F
GO:0004871	F
GO:0005198	F
GO:0005215	F
GO:0005488	F
GO:0005496	F
GO:0005515	F
GO:0005549	F
GO:0005575	C
GO:0005576	C
GO:0005618	C
GO:0005622	C
GO:0005634	C
GO:0005643	C
GO:0005663	C
GO:0005667	C
GO:0005681	C
GO:0005694	C
GO:0005697	C
GO:0005730	C
GO:0005732	C
GO:0005739	C
GO:0005744	C
GO:0005768	C
GO:0005773	C
GO:0005783	C
GO:0005784	C
GO:0005794	C
GO:0005813	C
GO:0005835	C
GO:0005840	C
GO:0005844	C
GO:0005849	C
GO:0005856	C
GO:0005891	C
GO:0005902	C
GO:0005903	C
GO:0005929	C
GO:0005933	C
GO:0005937	C
GO:0005942	C
GO:0005960	C
GO:0005975	P
GO:0005976	P
GO:0006066	P
GO:0006081	P
GO:0006082	P
GO:0006091	P
GO:0006112	P
GO:0006113	P
GO:0006119	P
GO:0006139	P
GO:0006259	P
GO:0006260	P
GO:0006266	P
GO:0006276	P
GO:0006281	P
GO:0006304	P
GO:0006323	P
GO:0006354	P
GO:0006396	P
GO:0006412	P
GO:0006457	P
GO:0006464	P
GO:0006508	P
GO:0006518	P
GO:0006629	P
GO:0006662	P
GO:0006725	P
GO:0006730	P
GO:0006766	P
GO:0006793	P
GO:0006805	P
GO:0006807	P
GO:0006810	P
GO:0006811	P
GO:0006818	P
GO:0006836	P
GO:0006865	P
GO:0006869	P
GO:0006914	P
GO:0006928	P
GO:0006936	P
GO:0006949	P
GO:0006996	P
GO:0006997	P
GO:0007005	P
GO:0007028	P
GO:0007029	P
GO:0007030	P
GO:0007031	P
GO:0007032	P
GO:0007033	P
GO:0007049	P
GO:0007059	P
GO:0007154	P
GO:0007155	P
GO:0007586	P
GO:0007588	P
GO:0008015	P
GO:0008023	C
GO:0008037	P
GO:0008144	F
GO:0008150	P
GO:0008152	P
GO:0008233	F
GO:0008278	C
GO:0008283	P
GO:0008287	C
GO:0008289	F
GO:0008290	C
GO:0008641	F
GO:0008643	P
GO:0008655	P
GO:0008907	F
GO:0009009	F
GO:0009055	F
GO:0009116	P
GO:0009117	P
GO:0009225	P
GO:0009289	C
GO:0009292	P
GO:0009308	P
GO:0009317	C
GO:0009368	C
GO:0009372	P
GO:0009404	P
GO:0009521	C
GO:0009536	C
GO:0009579	C
GO:0009657	P
GO:0009914	P
GO:0009975	F
GO:0009986	C
GO:0009987	P
GO:0010118	P
GO:0010191	P
GO:0010316	C
GO:0015031	P
GO:0015074	P
GO:0015669	P
GO:0015791	P
GO:0015833	P
GO:0015835	P
GO:0015837	P
GO:0015849	P
GO:0015891	P
GO:0015893	P
GO:0015920	P
GO:0015931	P
GO:0015935	C
GO:0015948	P
GO:0015949	P
GO:0015976	P
GO:0015979	P
GO:0016010	C
GO:0016020	C
GO:0016028	C
GO:0016032	P
GO:0016043	P
GO:0016049	P
GO:0016050	P
GO:0016070	P
GO:0016192	P
GO:0016209	F
GO:0016458	P
GO:0016469	C
GO:0016472	C
GO:0016491	F
GO:0016530	F
GO:0016585	C
GO:0016591	C
GO:0016597	F
GO:0016610	C
GO:0016740	F
GO:0016787	F
GO:0016829	F
GO:0016853	F
GO:0016874	F
GO:0016942	C
GO:0017053	C
GO:0017144	P
GO:0018942	P
GO:0019012	C
GO:0019213	F
GO:0019239	F
GO:0019538	P
GO:0019748	P
GO:0019814	C
GO:0019825	F
GO:0019840	F
GO:0019842	F
GO:0019861	C
GO:0020015	C
GO:0020022	C
GO:0022406	P
GO:0022411	P
GO:0022607	P
GO:0022610	P
GO:0030076	C
GO:0030112	C
GO:0030115	C
GO:0030119	C
GO:0030175	C
GO:0030234	F
GO:0030246	F
GO:0030312	C
GO:0030313	C
GO:0030427	C
GO:0030428	C
GO:0030431	P
GO:0030496	C
GO:0030528	F
GO:0030529	C
GO:0030532	C
GO:0030677	C
GO:0030684	C
GO:0030689	C
GO:0030880	C
GO:0030894	C
GO:0030904	C
GO:0030929	C
GO:0030964	C
GO:0030990	C
GO:0031012	C
GO:0031023	P
GO:0031026	C
GO:0031049	P
GO:0031074	C
GO:0031082	C
GO:0031094	C
GO:0031105	C
GO:0031143	C
GO:0031205	C
GO:0031248	C
GO:0031252	C
GO:0031254	C
GO:0031264	C
GO:0031332	C
GO:0031371	C
GO:0031386	F
GO:0031406	F
GO:0031409	F
GO:0031469	C
GO:0031501	C
GO:0031519	C
GO:0031640	P
GO:0031647	P
GO:0031982	C
GO:0031992	F
GO:0032059	C
GO:0032153	C
GO:0032179	C
GO:0032196	P
GO:0032300	C
GO:0032392	P
GO:0032421	C
GO:0032451	F
GO:0032476	C
GO:0032501	P
GO:0032502	P
GO:0032989	P
GO:0032991	C
GO:0032997	C
GO:0033061	C
GO:0033099	C
GO:0033202	C
GO:0033218	F
GO:0033256	C
GO:0034622	P
GO:0035097	C
GO:0035230	C
GO:0035273	F
GO:0040007	P
GO:0040011	P
GO:0042044	P
GO:0042056	F
GO:0042133	P
GO:0042165	F
GO:0042180	P
GO:0042254	P
GO:0042277	F
GO:0042303	P
GO:0042440	P
GO:0042445	P
GO:0042562	F
GO:0042566	C
GO:0042575	C
GO:0042579	C
GO:0042597	C
GO:0042600	C
GO:0042611	C
GO:0042620	P
GO:0042710	P
GO:0042810	P
GO:0042824	C
GO:0042886	P
GO:0042908	P
GO:0042995	C
GO:0043005	C
GO:0043021	F
GO:0043025	C
GO:0043033	C
GO:0043062	P
GO:0043094	P
GO:0043101	P
GO:0043163	P
GO:0043167	F
GO:0043170	P
GO:0043176	F
GO:0043178	F
GO:0043190	C
GO:0043226	C
GO:0043229	C
GO:0043230	C
GO:0043231	C
GO:0043232	C
GO:0043234	C
GO:0043235	C
GO:0043256	C
GO:0043364	F
GO:0043412	P
GO:0043446	P
GO:0043449	P
GO:0043452	P
GO:0043473	P
GO:0043498	F
GO:0043500	P
GO:0043511	C
GO:0043527	C
GO:0043591	C
GO:0043603	P
GO:0044237	P
GO:0044238	P
GO:0044255	P
GO:0044297	C
GO:0044419	P
GO:0044464	C
GO:0045177	C
GO:0045178	C
GO:0045182	F
GO:0045202	C
GO:0045229	P
GO:0045230	P
GO:0045231	P
GO:0045239	C
GO:0045251	C
GO:0045252	C
GO:0045253	C
GO:0045254	C
GO:0045273	C
GO:0045275	C
GO:0045277	C
GO:0045293	C
GO:0045333	P
GO:0045478	P
GO:0045499	F
GO:0045735	F
GO:0046483	P
GO:0046490	P
GO:0046536	C
GO:0046794	P
GO:0046812	F
GO:0046864	P
GO:0046903	P
GO:0046906	F
GO:0046950	P
GO:0048037	F
GO:0048180	C
GO:0048196	C
GO:0048284	P
GO:0048285	P
GO:0048308	P
GO:0048469	P
GO:0048476	C
GO:0048492	C
GO:0048500	C
GO:0048511	P
GO:0048753	P
GO:0048771	P
GO:0050761	P
GO:0050817	P
GO:0050824	F
GO:0050840	F
GO:0050877	P
GO:0050878	P
GO:0050879	P
GO:0050886	P
GO:0050896	P
GO:0051179	P
GO:0051180	P
GO:0051181	P
GO:0051186	P
GO:0051189	P
GO:0051213	F
GO:0051234	P
GO:0051258	P
GO:0051261	P
GO:0051276	P
GO:0051301	P
GO:0051540	F
GO:0051604	P
GO:0051606	P
GO:0051640	P
GO:0051641	P
GO:0051703	P
GO:0051704	P
GO:0051705	P
GO:0052314	P
GO:0055044	C
GO:0060089	F
GO:0060090	F
GO:0065003	P
GO:0065007	P
GO:0070020	C
GO:0070021	C
GO:0070023	C
GO:0070024	C
GO:0070450	C
GO:0070451	C
GO:0070517	C
GO:0070565	C
GO:0071555	P
