id	ER	ER_slope	OGsize	numberTMs	TMidentity
P13726	1.0366229740852	0.011383480318153791	14	1	7.79661016949153
P13747	1.01874110028387	0.004046853165596577	21	1	6.70391061452514
P13760	1.09703987927078	0.012128039291104611	407	1	8.64661654135338
P13761	1.10779150094914	0.012155701091461326	199	1	8.64661654135338
P13762	1.06465594020267	0.007417620179063553	24	1	8.64661654135338
P13765	1.00496999957617	0.002545426070470762	24	1	7.69230769230769
P13866	1.00958010698554	0.00333799311327068	21	13	41.4156626506024
P13945	1.06434351327657	0.014626873845189755	9	7	38.2352941176471
P14151	1.02780873344523	0.008000290776442527	25	1	6.18279569892473
P14209	1.01925014799951	0.011878528007115896	7	1	13.5135135135135
P14410	1.01300357457039	0.004882060408336574	21	1	1.09469074986316
P14415	1.01337850964234	0.007649804829868427	79	1	9.6551724137931
P14416	1.0203732168432	0.006686363279608044	98	7	35.665914221219
P14616	0.939740953413048	-0.010379360046382628	105	1	1.69622205088666
P14672	1.00597551787535	0.003062231477391602	121	12	49.5088408644401
P14679	0.974209819838496	-0.01069946225246633	29	1	3.96975425330813
P14770	0.993685343450891	-0.002006246761512425	19	1	11.864406779661
P14778	0.980733578102737	-0.004067247393036393	21	1	3.51493848857645
P14784	1.04756623157177	0.009568668240189615	17	1	4.53720508166969
P14867	1.03556145400289	0.01495071650266364	157	4	19.2982456140351
P15144	1.03098584447552	0.007573010665205635	19	1	2.48190279214064
P15151	0.951899292252955	-0.026581651310143187	10	1	5.75539568345324
P15260	1.03155543756707	0.006158870747796596	32	1	4.29447852760736
P15291	1.02465203572047	0.01050256211955935	20	1	5.0251256281407
P15382	1.06494553197259	0.013332436346462655	32	1	17.8294573643411
P15391	0.977857188545781	-0.005373123035236122	30	1	3.9568345323741
P15421	1.01785714285714	0.013928571428571604	1	1	26.9230769230769
P15509	1.03842544296727	-0.0072714354192054765	9	1	6.5
P15514	0.978242203711032	-0.005822744280868094	9	1	9.12698412698413
P15529	0.997104363940891	-0.005682467612087813	33	1	5.86734693877551
P15812	1.01657718730938	0.003092668417391692	33	1	5.41237113402062
P15813	0.705563534500851	-0.05000209306428395	16	1	6.26865671641791
P15907	1.01509216883545	0.002766044228229317	33	1	4.1871921182266
P15941	1.00081234768481	0.010194963444356097	1	1	1.83266932270916
P15954	0.903219397658462	-0.0108323201861187	14	1	42.8571428571429
P16066	0.976661003508105	-0.004305060927118019	90	1	1.97926484448633
P16070	1.04858853891352	0.010584157044341468	78	1	2.83018867924528
P16109	0.979299526031755	-0.007077596458995807	33	1	2.89156626506024
P16144	1.0032211257731	0.0007520940453889027	68	1	1.26234906695939
P16150	1.04790756164801	0.011024761794614887	6	1	5.75
P16234	1.04615933108192	0.008830379438422114	117	1	1.92837465564738
P16260	1.04818534868829	0.017543713019612613	45	6	37.9518072289157
P16284	0.96593305620592	-0.008776091557740359	52	1	2.57452574525745
P16389	1.04706433699852	0.01194455227371022	120	6	27.4549098196393
P16410	1.05143784181952	0.01191290246964712	14	1	9.41704035874439
P16422	1.02971374873053	0.006771853343924859	16	1	7.32484076433121
P16435	0.978005863580313	-0.0026474308560898857	131	1	3.10192023633678
P16442	1.01917441718445	0.00575191627354414	89	1	5.93220338983051
P16471	1.03110927607606	0.010795250503792708	17	1	3.85852090032154
P16473	1.0434276998065	0.005850868843881594	68	7	21.5968586387435
P16581	1.00782147806926	-0.0019763742788513304	21	1	3.60655737704918
P16615	1.06184724235024	0.01529035191666632	207	10	19.5777351247601
P16662	0.929841473293853	-0.020727762860663645	6	1	3.21361058601134
P16671	1.01669646268022	0.003773032656304599	23	2	9.32203389830508
P16871	1.00791425022438	0.005244550949667127	22	1	5.44662309368192
P17152	1.01805175743745	0.0060359642970095	89	2	18.2291666666667
P17181	0.836685494880159	-0.025262560669124936	29	1	3.77019748653501
P17301	1.02063861804237	-0.00033380770801306504	32	1	1.86282811176969
P17302	1.02661465254956	0.008710302367586957	135	4	24.0837696335079
P17342	1.05944544920397	0.011307343602728387	144	1	4.25138632162662
P17643	0.890130176964793	-0.027534643348983215	28	1	4.46927374301676
P17658	1.06496740224778	0.01530212533968703	83	6	25.8979206049149
P17693	1.01079659384889	0.014095844509946595	12	1	7.10059171597633
P17813	1.05577347575806	0.010388282500956228	12	1	3.79939209726444
P17861	0.972822784439459	-0.016472097025936466	6	1	6.89655172413793
P17927	0.992245793948052	-0.0033418915396386754	12	1	1.22609122118686
P17948	1.0354317820852	0.0109512621979172	30	1	1.64424514200299
P18084	0.99073975476667	-0.002102642191955953	95	1	2.87859824780976
P18089	1.09262270126096	0.015536310172692708	47	7	33.7777777777778
P18405	1.05167665697465	0.009150519633506337	10	5	39.3822393822394
P18433	1.03145374359466	0.00913183111773313	260	1	2.86783042394015
P18505	1.0232169477672	0.015108171400078705	100	4	18.9873417721519
P18507	1.04886392552726	0.016692798872151113	211	4	19.7002141327623
P18564	1.06524245422451	0.01137595314776839	191	1	2.66497461928934
P18577	1.04302847946559	0.008214753158657368	278	11	55.3956834532374
P18627	0.981217218742154	-0.0020768250296345162	13	1	4
P18825	1.12311147507768	0.01970325500914135	22	7	36.7965367965368
P18827	1.06115001109256	0.01071875256490222	30	1	6.7741935483871
P18850	0.954313971211614	-0.008014567431292413	77	1	3.13432835820895
P19021	1.02443632021941	0.0035517529498361013	278	1	2.46659815005139
P19022	1.04685421750804	0.015291496685597749	151	1	2.31788079470199
P19075	1.03379714357028	0.009687385771755787	5	4	37.9746835443038
P19224	0.952717871607902	-0.01078239043676069	17	1	3.19548872180451
P19235	0.983766725823089	-0.0044173610035041595	15	1	4.52755905511811
P19256	0.97369359535322	-0.009694857656976554	4	1	9.2
P19320	0.958113706781812	-0.008117354323132792	16	1	2.97699594046008
P19397	1.03362248725265	0.006514251631266368	16	4	39.7260273972603
P19438	1.03126110438948	0.00759411142156409	23	1	4.61538461538462
P19526	0.972815067082214	-0.003190790644721128	62	1	4.65753424657534
P19634	1.03038834925837	0.008885571907034942	95	12	30.1840490797546
P20020	1.04658728285524	0.014698664592682842	461	10	16.6931637519873
P20023	0.919551130392993	-0.014479399807953678	38	1	2.71055179090029
P20036	1.06130669849337	0.009017515838961036	153	1	8.84615384615385
P20138	1.01932143635519	0.005974216039582731	6	1	6.31868131868132
P20273	0.993737734854863	-0.0009688825009594674	15	1	2.24321133412042
P20292	1.02435074839719	0.004937826497525501	86	4	50.9316770186335
P20309	1.06066964837836	0.01160151602577599	98	7	27.1186440677966
P20333	0.999233908123891	-0.00022727527711688053	28	1	6.50759219088937
P20594	1.01317104088607	0.00821349005917573	207	1	1.91021967526266
P20645	0.96946295577707	-0.0052694794698555	95	1	9.02527075812274
P20648	0.989767633039503	-0.0026576197408915295	112	10	19.7101449275362
P20701	1.04365552236413	0.010260364608055602	16	1	1.79487179487179
P20702	1.03513388104337	0.006375471102325849	22	1	1.80567497850387
P20916	1.06865428034436	0.017272779780341738	179	1	3.19488817891374
P20963	1.02940288853514	0.009237216601610702	37	1	12.8048780487805
P21145	1.00918724540215	0.00043417745379935096	12	4	57.516339869281
P21217	1.02845794993838	0.005330141392488225	41	1	5.26315789473684
P21397	0.921093835112255	-0.01744165349369494	28	1	3.98481973434535
P21439	1.00208926999625	0.006291789416558602	96	12	20.1399688958009
P21452	1.0201780318629	0.012017420334479877	26	7	37.9396984924623
P21453	1.04911831050114	0.010506212066097776	81	7	41.3612565445026
P21462	1.01798692361895	0.011611805488568319	14	7	43.7142857142857
P21554	1.05836095183681	0.012787597946026491	182	7	34.7457627118644
P21579	0.979249083050341	-0.008336589993583153	180	1	5.45023696682464
P21583	0.996113963730268	-0.00028972552487955584	25	1	8.42490842490843
P21709	1.000710591074	-0.003407367223117507	52	1	2.15163934426229
P21728	1.06487400583483	0.012040210346698887	89	7	40.1345291479821
P21730	1.06168709455119	0.011047849858249381	17	7	45.4285714285714
P21731	1.03095402665329	0.008070604279116949	17	7	46.9387755102041
P21754	0.931416612020456	-0.010171530466706954	23	1	4.95283018867925
P21757	1.0331484850782	0.008566281145308587	25	1	5.7649667405765
P21796	1.00573273858157	0.0016392898658274333	162	19	64.6643109540636
P21817	1.032056924273	0.010303543916356182	64	6	2.46129416435093
P21854	0.985586462636435	-0.008620029776854684	10	1	5.84958217270195
P21860	0.762715372924053	-0.042978751789822	128	1	1.56482861400894
P21917	1.11811023622047	0.01748031496062992	1	7	34.2612419700214
P21918	1.04525083262066	0.009254804179035904	19	7	34.5911949685535
P21926	1.09029207932628	0.014259994987356906	47	4	40.3508771929825
P21964	0.890321567974911	-0.019900363813489728	19	1	7.38007380073801
P22001	1.05133824146476	0.014570631173400012	23	6	21.5652173913043
P22083	0.96149588176809	-0.004804094497421377	10	1	4.71698113207547
P22223	1.02366291442313	0.002100632370216243	48	1	2.77442702050663
P22309	0.967002094556916	-0.008514161314501478	28	1	3.18949343339587
P22310	0.995331692616412	-0.0009315875835213677	30	1	3.18352059925094
P22413	1.04540797802322	0.010757549879302827	20	1	2.27027027027027
P22455	0.978971065740451	-0.003836735953993023	126	1	2.61845386533666
P22459	1.03480626345971	0.013681262555466846	81	6	20.9800918836141
P22460	1.06957482328443	0.013469787635647977	39	6	22.3491027732463
P22607	1.01004577862795	0.0004527418315456548	296	1	2.60545905707196
P22732	0.987716107001085	0.004382998975473324	20	12	51.497005988024
P22760	1.0127050220317	0.002304604806620785	15	1	4.51127819548872
P22794	1.03864954182908	0.007871215141256818	25	1	8.89830508474576
P22888	1.06761316389992	0.011870499747367097	42	7	22.7467811158798
P22897	0.994414023508645	-0.005897173686624678	22	1	1.44230769230769
P23229	0.988095460260788	-0.0026075244821846186	153	1	2.30088495575221
P23276	0.994243941637044	-0.0011631120881435471	53	1	2.73224043715847
P23415	1.02775705690532	0.012555303507260166	211	4	18.5995623632385
P23416	1.03663520343117	0.013991263877051931	271	4	18.8053097345133
P23467	1.02779109183607	0.00435379740561676	85	1	1.05157736604907
P23468	1.02470410056068	0.011725458697626465	962	1	1.30753138075314
P23469	0.911106819581865	-0.01545792279490506	107	1	3.28571428571429
P23470	1.0392130037835	0.009163279006864445	164	1	1.79930795847751
P23471	1.03625998606057	0.012181294589181131	37	1	1.1231101511879
P23510	1.00779294116773	0.00644289732245692	20	1	14.7540983606557
P23634	1.05225690486986	0.008050672842780828	185	10	16.9218372280419
P23763	1.00139077583925	0.001632603062237387	57	1	16.9491525423729
P23942	0.952059681828836	-0.006241710383138191	65	4	25.4335260115607
P23945	1.05310385899963	0.007269674894969988	128	7	22.589928057554
P23975	1.01221458509966	0.0035525340528762633	116	12	47.8119935170178
P24046	1.0709174945658	0.013226083756952221	175	4	19.2066805845511
P24071	1.0173192238237	0.007383078403404471	10	1	6.62020905923345
P24310	0.930812938202101	-0.01459846321152087	9	1	36.7088607594937
P24311	0.958085805262276	-0.008838839535202368	5	1	33.75
P24390	0.956822019761979	-0.00942509732204998	40	7	61.3207547169811
P24394	0.865791430203444	-0.027178668150914312	25	1	2.90909090909091
P24530	1.08259883976217	0.014248860949700513	53	7	39.8190045248869
P24557	1.00613026330688	0.004873258699378052	38	4	15.7598499061914
P25021	1.00541763592517	0.005075320535964803	33	7	45.4038997214485
P25024	1.04068258982695	0.009093099801109335	26	7	44.5714285714286
P25025	1.06914974865216	0.010696767013177979	16	7	43.3333333333333
P25089	1.00751948164007	0.003893206455179591	8	7	43.342776203966
P25090	1.0277366683835	0.005954088004447197	19	7	43.5897435897436
P25092	1.01040438199036	3.8183439920375095e-05	22	1	2.23671947809879
P25100	1.06055510585074	0.012769842207536911	20	7	30.4195804195804
P25101	1.07295285628841	0.016073736594817808	94	7	36.768149882904
P25103	1.04739670610932	0.011056567363659318	77	7	39.3120393120393
P25105	1.02652448557295	0.009440067150980771	21	7	43.2748538011696
P25106	1.01953913398057	0.0030851789250976483	88	7	41.1602209944751
P25116	1.03584990577063	0.010336422601062694	22	7	36.7058823529412
P25189	0.979549210270651	-0.004102496268086611	92	1	10.4838709677419
P25445	0.927410585212456	-0.04621568462567545	21	1	5.07462686567164
P25874	1.02509430597221	0.006325319072554	21	6	39.7394136807818
P25929	1.04731654417268	0.010816923028905214	86	7	38.28125
P25942	0.773872619827254	-0.041031171211617985	17	1	7.94223826714801
P26006	1.04278236431306	0.006905164336610115	64	1	2.1883920076118
P26010	1.03217377119567	0.006909312715267446	49	1	2.88220551378446
P26012	1.07590626472915	0.011170119993233817	98	1	2.60078023407022
P26439	0.929044596300922	-0.015036345820369558	40	1	5.64516129032258
P26572	1.06204542535057	0.008850664662617162	72	1	5.1685393258427
P26678	1.05760912857136	0.010831754676483752	25	1	40.3846153846154
P26715	1.02472729407324	0.007053422042384393	15	1	9.87124463519313
P26717	1.07431411185165	0.01000282904379332	26	1	9.95670995670996
P26718	0.947699004348395	-0.00927613652405746	16	1	9.72222222222222
P26842	1.03018957157883	0.005075967953809567	12	1	8.07692307692308
P26951	1.00280505460611	0.010589063658759267	2	1	5.29100529100529
P27037	0.838573828602098	-0.043110696367316854	139	1	5.0682261208577
P27338	1.00560000163043	0.00023231395280315544	99	1	5.19230769230769
P27449	1.13601627725755	0.020131213019644063	162	4	56.1290322580645
P27487	1.00505698215057	0.00015818230400957943	52	1	2.87206266318538
P27544	1.05591952584569	0.008253128837039886	23	6	36
P27701	0.992078487891948	0.00021433003765289772	26	4	33.3333333333333
P27824	1.04454775885113	0.00927928633818639	108	1	3.5472972972973
P27930	1.00839333736233	0.0011149334525909719	25	1	6.53266331658291
P28067	1.04429657383377	0.009442588711632813	31	1	8.04597701149425
P28068	1.04014091884029	0.007819765122121016	35	1	7.98479087452472
P28221	1.05591140280644	0.007865621627256722	83	7	43.7665782493369
P28222	1.05832209423112	0.00999462297842642	91	7	41.5384615384615
P28223	1.07441867114866	0.01488823824694813	81	7	33.5456475583864
P28288	0.994772036368063	0.00182130861747656	162	4	12.7465857359636
P28328	1.00568142891372	0.0015483354105562265	44	2	12.7868852459016
P28335	1.06566689009032	0.012759346866598385	71	7	34.9344978165939
P28336	1.03947386794741	0.006252981231057828	41	7	41.025641025641
P28472	1.06774541794858	0.015752883585644212	126	4	19.0274841437632
P28476	1.04911765076613	0.009272844213652508	99	4	18.0645161290323
P28566	1.0226026325741	0.005030559789211865	81	7	43.8356164383562
P28827	1.05176660865998	0.01204113726253015	582	1	1.51515151515152
P28845	0.99847952630072	0.0009494596816428894	19	1	5.82191780821918
P28906	1.01914980134758	0.0026681847771250237	22	1	5.45454545454545
P28907	0.734263139281379	-0.04607584936747519	16	1	7
P28908	1.01960138125656	0.003618200369259167	30	1	4.70588235294118
P29016	0.964822083374568	-0.009900246837309981	19	1	6.30630630630631
P29017	0.934419066990969	-0.009377129880525277	31	1	6.30630630630631
P29033	1.01490986097369	0.004167879696663709	99	4	39.3805309734513
P29274	1.05925606438791	0.009988452759085803	48	7	40.7766990291262
P29275	1.0809533808984	0.01371218446957652	46	7	50.6024096385542
P29317	0.926545097445235	-0.011647646449183889	118	1	2.15163934426229
P29320	0.999076542164676	0.0011012812228170625	206	1	2.44150559511699
P29322	1.05011044145223	0.011898898054183196	103	1	2.08955223880597
P29323	1.07061850965604	0.017310502170198794	311	1	1.99052132701422
P29371	1.0759137253389	0.012343780815979003	43	7	34.4086021505376
P29376	1.00630357814529	0.0031217241187050365	14	1	2.89351851851852
P29965	1.00106103812375	0.0015759618637851015	29	1	9.19540229885057
P29972	0.997052794943274	0.005391540534911182	86	6	46.4684014869888
P29973	1.0217772422701	0.0035444815380616204	64	6	17.9710144927536
P30203	1.00403372310298	6.779319531077625e-05	45	1	3.1437125748503
P30273	1.07056637636596	0.01203379403026371	52	1	24.4186046511628
P30301	1.04157554567302	0.0060590235673953045	72	6	48.2889733840304
P30408	1.04506785278644	0.008034849233209535	54	4	41.5841584158416
P30411	1.02017907099504	0.004510848003835404	18	7	43.4782608695652
P30443	1.06083754574217	0.00775304243954794	645	1	6.57534246575342
P30486	1.06336600336051	0.009355196674920716	578	1	6.62983425414365
P30499	1.01603775629236	-0.00010430513095890763	716	1	6.83060109289618
P30518	1.07077932347113	0.014646287919750629	19	7	40.7008086253369
P30530	1.03158221966725	0.0060250488946773555	83	1	2.3489932885906
P30531	1.03747012809477	0.00965129156946473	126	12	39.7328881469115
P30532	1.08888956922024	0.013618894135305891	60	4	18.1623931623932
P30536	1.02445657276755	0.006730264020950441	14	5	62.1301775147929
P30550	1.04065527838276	0.0070939044777774555	83	7	42.1875
P30556	1.03452342089666	0.007780937293425945	119	7	43.1754874651811
P30559	1.09902025314023	0.016531791983171673	82	7	40.1028277634961
P30825	1.04435967495717	0.007974798588983438	57	14	47.3767885532591
P30872	1.01772250852475	0.01317176189201928	60	7	43.9897698209719
P30874	1.0464183803841	0.009317663739275712	91	7	40.9214092140921
P30926	1.02492770911967	0.006179396853125206	18	4	16.8674698795181
P30939	1.04926152796946	0.010644620205969022	93	7	41.2568306010929
P30954	1.04820291145294	0.009826444004789731	12	7	45.625
P30968	1.03337433479505	0.004906888629226289	54	7	42.9878048780488
P30988	1.08581192301613	0.016705685707539004	34	7	28.9370078740157
P30989	1.01918526785628	0.006401827983464317	19	7	36.3636363636364
P31213	0.995712688642517	-0.0014703272862809432	13	4	33.0708661417323
P31391	1.08152234104998	0.01420770810632897	27	7	41.4948453608247
P31431	1.03919636903514	0.009273530461266949	15	1	12.6262626262626
P31512	1.00908997759196	0.0029608762096732695	20	1	3.76344086021505
P31513	1.04757015265931	0.009045346194125841	29	1	3.94736842105263
P31639	1.02782589182277	0.005718763448595541	113	11	33.6309523809524
P31641	1.02050161822587	0.004364428983673047	107	12	38.3870967741935
P31644	1.06089196038946	0.012817864413379076	121	4	19.2640692640693
P31645	1.01169166044424	0.004411358970410318	92	12	40.9523809523809
P31785	1.03962935774004	0.01329105897882214	24	1	5.69105691056911
P31994	1.03376387066995	0.006988037205155624	52	1	7.41935483870968
P31995	1.00334448160535	0.010802675585284208	1	1	7.12074303405573
P32004	0.995891644027355	-0.000819427451361824	154	1	1.82975338106603
P32238	1.10220995788808	0.015973878985693125	83	7	38.5514018691589
P32239	1.05026542405386	0.010040465910922865	105	7	33.1096196868009
P32241	1.04618892110895	0.010309203319132876	42	7	33.9168490153173
P32245	1.04723990154206	0.012226898256687263	120	7	49.6987951807229
P32246	1.02920389963935	0.007434853443101116	7	7	49.2957746478873
P32247	1.07107174801676	0.01393356404035492	23	7	37.0927318295739
P32248	1.00473971120403	0.0005762774664141225	72	7	43.1216931216931
P32249	1.05856678008321	0.007868069546445939	63	7	43.4903047091413
P32302	1.0343662115714	0.00887609257967775	14	7	39.5161290322581
P32418	1.05087492922455	0.01078839534282294	669	10	21.5827338129496
P32745	1.07656802465352	0.017470108009677566	30	7	38.5167464114833
P32856	0.937983938628284	-0.012657622858093137	50	1	8.33333333333333
P32926	1.04465794880405	0.011309986067715504	20	1	2.5025025025025
P32927	1.01467471431812	0.003763271289553472	34	1	1.89520624303233
P32942	1.00418450088633	-0.007044390829426425	12	1	4.57038391224863
P32970	0.958301257263606	-0.009644793888200557	11	1	10.880829015544
P32971	1.01003598746375	0.004978604744651593	11	1	10.6837606837607
P33032	1.01336554894221	0.002754037977302149	23	7	52.6153846153846
P33121	1.07389179890495	0.010571468838461596	127	1	3.00859598853868
P33151	0.980226416688666	0.005259133378746282	17	1	2.67857142857143
P33527	1.01546426967716	0.003213583024523802	78	17	23.3180927498367
P33681	1.03120618993592	0.01010482683634188	19	1	7.29166666666667
P33897	1.04827203964813	0.007236465018035593	104	5	14.0939597315436
P33908	1.07578229202471	0.012634496519540638	66	1	3.21592649310873
P33947	0.940699653727789	-0.009262269915256468	96	7	61.3207547169811
P34741	1.07227081399912	0.012758739179676041	67	1	12.4378109452736
P34810	1.00409059665183	0.0035959755162533295	25	1	7.06214689265537
P34903	1.04036791900669	0.01274163277322101	89	4	17.8861788617886
P34910	1.01993123544818	0.00490150833395281	23	1	5.35714285714286
P34925	1.09518701697539	0.018876453566185555	49	1	3.45963756177924
P34969	1.05583472509886	0.022115473753532323	8	7	30.6889352818372
P34972	1.01832930625	0.00572538134049271	23	7	45.5555555555556
P34981	1.04294887030542	0.011579874367457287	96	7	39.6984924623116
P34982	1.02724559443587	0.00715784900415329	21	7	48.3974358974359
P34995	1.04037699347305	0.010454645876303278	19	7	42.2885572139304
P34998	1.01341610153046	0.0234365078991489	10	7	43.6936936936937
P35070	1.00917060286946	-0.000419788025074027	23	1	11.7977528089888
P35212	1.04228692584884	0.008751598702844875	72	4	24.9249249249249
P35346	1.02409778328466	0.010080205410847623	17	7	47.2527472527472
P35348	1.05674416150083	0.00973674283602905	92	7	35.8369098712446
P35367	1.01843731312835	0.013101510178825408	21	7	30.8008213552361
P35368	1.02863301538896	0.010645641054740983	55	7	32.3076923076923
P35372	1.09007733663265	0.018306007642407817	247	7	42.75
P35408	1.0820020107528	0.012008710559057056	66	7	34.2213114754098
P35410	1.02163422763814	0.006900336833890605	5	7	39.9470899470899
P35414	1.0337885738002	0.007429603453451706	67	7	44.4736842105263
P35462	1.07644927343834	0.01089250258052082	85	7	38.25
P35498	1.04878354524776	0.01350007171678322	328	24	23.0462916874067
P35499	1.05524229590801	0.011257208172998663	92	24	25.2178649237473
P35503	0.979835220171093	-0.0032258646917349885	38	1	3.18352059925094
P35523	1.03081616345043	0.008159048506320434	39	10	23.4817813765182
P35575	1.01847748561046	0.0024634129892927036	65	9	53.5014005602241
P35590	1.01660664650798	0.0026505919089427387	113	1	2.19683655536028
P35610	0.972517900952352	-0.007471167266342091	22	5	16.7272727272727
P35613	1.00275482093664	0.010606060606060492	1	1	5.45454545454545
P35670	1.01283706301787	0.010361120226271496	61	8	11.3993174061433
P35916	1.0633543355939	0.015426531561382273	39	1	1.54071900220103
P35968	1.01250097415757	0.0017151338029950478	95	1	1.54867256637168
P36021	1.06964306235203	0.011864952702791724	56	12	46.7532467532467
P36269	0.975746300000726	-0.006770588099268091	31	1	3.58361774744027
P36382	1.02981747630635	0.004098944662160609	24	4	23.463687150838
P36383	1.03220759603428	0.009653861331419981	81	4	21.7171717171717
P36537	1.00578132487974	0.001351724072996779	12	1	3.97727272727273
P36888	0.89514762963975	-0.01588036210050614	95	1	2.01409869083585
P36894	0.880691003210534	-0.02216272702278504	193	1	4.51127819548872
P36896	0.974706922507174	-0.028384018484053742	81	1	4.55445544554455
P36897	1.01012267333224	-0.0011095555300677565	176	1	4.17495029821074
P36941	0.921220377487762	-0.013675313523176367	33	1	4.82758620689655
P36956	1.04134584807861	0.00816659917660539	74	2	3.6617262423714
P37023	0.943953295126568	-0.009074054611004717	95	1	4.57256461232604
P37059	1.02369324176853	0.00397501923256205	16	1	5.42635658914729
P37088	0.984593845118057	-0.002177646436403397	34	2	6.2780269058296
P37173	0.901373800733732	-0.017139874624781143	149	1	3.7037037037037
P37268	1.05885161335485	0.008890299314230545	105	2	10.0719424460432
P37287	0.981004379319313	-0.0031890936250322474	67	1	4.33884297520661
P37288	1.04650162696464	0.012437254016166443	26	7	36.1244019138756
P38435	1.04652424532041	0.008143226731785904	118	5	13.8522427440633
P38484	1.05417263978214	0.014898900412694857	18	1	6.23145400593472
P38570	1.00311378550954	-0.0003077396992012451	13	1	1.95080576759966
P39086	1.08105509795034	0.019645954212119773	302	3	6.86274509803922
P39210	0.962409991880586	0.004492925293569637	86	4	47.7272727272727
P39656	1.01500567255994	0.00284093868892987	120	1	4.3859649122807
P40126	0.98048538470067	-0.004978095923818953	22	1	4.04624277456647
P40145	0.950660470651987	0.0006282528814669139	88	12	20.1438848920863
P40189	1.07054190463203	0.011097410659552769	63	1	2.39651416122004
P40197	0.986997714800381	-0.0029007855823447518	13	1	3.75
P40198	1.04066178471797	0.011760712301971291	4	1	8.33333333333333
P40200	1.05158322473176	0.009623604599972559	22	1	3.58974358974359
P40238	1.00121673885042	0.00023199361814877154	31	1	3.46456692913386
P40259	1.02498579908176	0.011893487571408245	9	1	9.1703056768559
P40305	0.644827394827395		0	3	52.9411764705882
P40879	1.02246433423715	0.008376569075506622	6	10	27.4869109947644
P40967	0.973593047332064	-0.004801746576070029	43	1	3.17700453857791
P41143	1.06954615228846	0.01807012945935368	60	7	47.0430107526882
P41145	1.05428370228079	0.010954401922981069	92	7	43.6842105263158
P41146	1.02865359220616	0.0059128580258499056	127	7	43.5135135135135
P41180	1.05963356623666	0.011833152406804789	141	7	14.4712430426716
P41181	1.01928293990739	0.006822327101204216	71	6	45.0184501845018
P41217	1.0872023484061	0.016737139386225706	65	1	9.71223021582734
P41231	1.05148169262579	0.009358934807390024	42	7	42.4403183023873
P41273	0.980781066630336	0.011045034972376994	3	1	8.26771653543307
P41440	1.05511698101458	0.014294139628471604	22	12	41.9627749576988
P41586	1.03017316701985	0.011074643658825685	268	7	33.1196581196581
P41587	1.05468363704165	0.016195670789595197	27	7	35.3881278538813
P41594	1.06232518695028	0.011345350112429492	138	7	12.953795379538
P41595	1.06780785868317	0.011483548355800111	53	7	32.2245322245322
P41597	1.04032427045046	0.012367942372222067	10	7	43.8502673796791
P41732	1.01458328743287	0.013064427381107638	67	4	36.144578313253
P41968	1.04326775174215	0.006266655786851624	75	7	51.0835913312694
P42081	1.01323588668058	0.002488214706670876	43	1	6.38297872340426
P42167	0.965058098983356	-0.006648918223741869	82	1	5.2863436123348
P42261	1.05341927455799	0.0142749244955059	327	3	6.95364238410596
P42262	1.05598430618302	0.019293385592627707	341	3	7.13476783691959
P42263	1.043867886779	0.015768658495677056	247	3	7.04697986577181
P42658	1.11830668201665	0.018828277004096186	139	1	2.42774566473988
P42701	1.0174693173288	0.003879057745726485	33	1	3.77643504531722
P42702	1.02967031109036	0.010764715542014108	30	1	2.27894257064722
P42857	1.00901353174266	0.008321913735757516	57	1	11.3513513513514
P42892	0.953638556608032	-0.010755378105644387	185	1	2.72727272727273
P43003	0.984957860354497	0.008273485850848245	86	8	34.8708487084871
P43004	1.04281600580516	0.013172896797383302	210	8	32.404181184669
P43005	1.02529343015593	0.005108171910280824	77	8	35.3053435114504
P43007	1.05251617079998	0.009980943814171174	74	9	35.5263157894737
P43088	1.04362569363871	0.00784224819589824	65	7	42.8969359331476
P43115	1.04606054444369	0.00734660857225153	65	7	41.5384615384615
P43116	1.05282195804974	0.013185670058895675	24	7	47.2067039106145
P43119	1.03099259131846	0.014527418743298477	16	7	42.7461139896373
P43121	1.05155700914529	0.017860682177243677	43	1	3.71517027863777
P43146	0.975540250374261	-0.004148194843013738	112	1	1.72771250863856
P43220	1.07814823031915	0.012902557992361402	90	7	35.85313174946
P43307	1.05930498334476	0.0149697787217725	269	1	7.34265734265734
P43308	1.06425962909981	0.013372539474608707	164	1	10.9289617486339
P43489	1.02879663960411	0.004732924989090447	7	1	7.5812274368231
P43626	0.947210235816979	-0.014893203152626888	103	1	5.45977011494253
P43627	0.954882179574286	-0.009753111105184774	102	1	5.45977011494253
P43629	1.00734662574292	-0.0016159352472430374	112	1	4.5045045045045
P43630	1.02210710839891	0.012019227339280594	135	1	4.3956043956044
P43632	1.09107771980381	0.012828265182765827	35	1	6.57894736842105
P43657	1.04276812582779	0.006443839501199539	78	7	48.2558139534884
P43681	1.03419964451846	0.011441108585559266	10	4	13.5566188197767
P45844	1.05991644123975	0.013406132856799846	290	6	17.6991150442478
P45880	1.0226930033391	0.01483796670859474	96	19	62.2448979591837
P46059	1.00867856569507	0.0033721611340308995	17	12	35.5932203389831
P46089	1.05223019531677	0.012136446878481295	86	7	46.6666666666667
P46091	1.02446607931237	0.006237592250488823	28	7	41.4084507042254
P46092	1.05897697587349	0.009344343046714271	69	7	40.3314917127072
P46093	1.06309955685011	0.01524163902041294	77	7	42.8176795580111
P46094	1.02942671772762	0.011522747892688088	19	7	48.948948948949
P46095	1.06140353832593	0.01163487392445302	89	7	42.5414364640884
