id	ER	ER_slope	OGsize	numberTMs	TMidentity
O00206	1.04333700186955	0.009383369766114487	41	1	2.50297973778308
O00219	1.01735636254433	0.010392604276973314	109	7	26.5822784810127
O00220	0.899137984295483	-0.049516345077315546	9	1	4.91452991452991
O00222	1.00805640817712	0.0030904526654129028	184	7	17.2907488986784
O00237	1.02166330280603	0.010124850202051405	61	4	12.2627737226277
O00238	0.997228315288696	-0.003911672895040756	263	1	4.38247011952191
O00241	1.0195429447313	0.004217180883092716	7	1	5.27638190954774
O00254	1.02255706852103	0.004502507664346668	18	7	43.3155080213904
O00258	0.992332476355904	0.0026993784253363344	70	3	36.2068965517241
O00264	1.04397472531102	0.009120739650400958	66	1	9.74358974358974
O00270	1.0265326084087	0.005138315714511578	19	7	44.8275862068966
O00299	1.03405145280383	0.013596684127738134	104	1	8.71369294605809
O00322	1.01988673593304	0.004389870251500231	85	4	35.2713178294574
O00337	1.00322928582637	0.005924117169751543	29	13	43.4514637904468
O00341	1.02738418352689	0.007277015695871768	90	10	37.5
O00391	1.05627106119672	0.011958197857472808	18	1	2.81124497991968
O00398	1.08004291574838	0.01313158168783855	83	7	43.3628318584071
O00400	1.03984926557207	0.007272031676971464	82	11	41.8943533697632
O00421	1.01412387869493	0.0025178832509370123	31	7	42.7325581395349
O00445	0.951620212935517	-0.009710846117073105	118	1	5.44041450777202
O00461	1.04443115853217	0.011174263471134292	70	1	3.01724137931034
O00476	1.02842361621362	0.0029544447172056426	4	8	40.9523809523809
O00478	1.06703247879052	0.012933643731680723	23	1	3.5958904109589
O00481	1.02909331577999	0.007026737600587842	15	1	3.31384015594542
O00501	0.945482249050945	-0.006858633395591691	52	4	38.5321100917431
O00519	0.966816727384187	-0.008948555414215655	26	1	3.62694300518135
O00526	1.05749029415442	0.008820833688856175	35	1	11.4130434782609
O00533	1.01929495690196	0.004391789649232996	110	1	1.73841059602649
O00548	0.986695858390217	-0.00202393778041781	53	1	3.18118948824343
O00555	1.06310939769613	0.01461038179901279	196	24	19.8403193612774
O00559	0.926939928924306	-0.015597362122293132	162	1	9.85915492957746
O00574	1.01093918219669	0.003698517627533596	26	7	48.2456140350877
O00587	1.04932324951527	0.020281169811717778	19	1	6.23052959501558
O00590	1.03075499443138	0.0069113842009873175	22	7	38.5416666666667
O00591	1.04265541471835	0.012496971889035653	100	4	20.9090909090909
O00592	1.02237127970613	0.01070869756463666	6	1	3.76344086021505
O00623	1.04445790651604	0.006900085809875529	87	2	11.6991643454039
O00624	1.04230487766983	0.007079560764657623	8	9	43.2801822323462
O00767	0.937824907872686	-0.00860868525394246	21	4	23.3983286908078
O14493	0.89605988414054	-0.013893661541287222	27	4	40.1913875598086
O14494	1.02976637835846	0.006609757458396703	45	6	44.3661971830986
O14495	1.0304347646085	0.00989576695629388	66	6	40.5144694533762
O14511	1.04604233690873	0.01140102952939422	53	1	2.47058823529412
O14514	1.04137161569024	0.010780845413850909	45	7	9.28030303030303
O14520	1.02214391151296	0.004463398274992712	25	6	36.8421052631579
O14521	1.03362632119379	0.011031782431299117	22	3	40.8805031446541
O14522	1.00115469168479	-0.004513886063412021	359	1	1.45732130464955
O14523	0.978636473321049	-0.003383030982658965	147	1	2.97450424929179
O14524	1.03384623162179	0.010050422107565278	18	5	23.6486486486486
O14525	1.03803715376127	0.008759852668561875	238	2	3.07219662058372
O14569	1.03059187590495	0.006680607794444304	88	6	56.7567567567568
O14581	0.992804750796487	-0.002639730273143089	3	7	47.2491909385113
O14626	1.06570855608137	0.009649347672763712	55	7	46.0815047021944
O14638	1.02282604477827	0.008091949480296609	29	1	2.17142857142857
O14649	1.03889021860371	0.011495111657023585	41	4	21.3197969543147
O14653	1.06485508953327	0.008451584237446075	95	1	9.90566037735849
O14662	0.994927853981575	-0.0010941257946180238	221	1	6.46153846153846
O14668	1.0663650713274	0.01227552676979389	90	1	10.5504587155963
O14669	0.984709193764017	-0.0021261055937021166	15	1	11.3861386138614
O14672	1.03574201933767	0.008415625223424445	148	1	2.80748663101604
O14678	0.973299091981127	-0.0029653122884600873	103	5	17.3267326732673
O14681	1.0070344166462	0.0058289318434509105	103	5	30
O14683	0.960043045346837	-0.007299507130956554	84	4	44.4444444444444
O14684	1.03132948565641	0.01178790992727226	13	4	73.6842105263158
O14718	1.03158144877968	0.00654498509249994	27	7	49.2581602373887
O14735	0.961837267397619	-0.008175068089420852	80	5	49.2957746478873
O14763	0.97652740940677	-0.007631723605528721	9	1	4.77272727272727
O14764	1.0842397086966	0.014375409744274583	111	4	20.353982300885
O14786	1.05857877567067	0.012403627840664701	324	1	2.49187432286024
O14788	0.99282262523714	0.0008143264715094935	38	1	6.62460567823344
O14804	1.00425163535517	0.002340821289150503	38	7	44.213649851632
O14817	0.933577273672914	-0.007749517911569919	82	4	35.2941176470588
O14828	1.02921154891034	0.0056356044526048015	110	4	24.207492795389
O14836	1.02594734631789	0.007899627262875365	12	1	7.16723549488055
O14842	1.01254203840899	0.0031625561322650903	14	7	53
O14843	1.0187946854314	0.005045901925509514	38	7	43.0635838150289
O14863	1.0274096947135	0.01138088422948612	71	6	29.3706293706294
O14880	1.01103272410646	0.0012325251764617523	50	3	41.4473684210526
O14894	1.03497259923089	0.010533383168734993	22	4	42.6395939086294
O14917	1.01391289030976	0.010809929671603952	145	1	1.81190681622088
O14925	0.990416579966583	0.00024837218779238425	66	3	28.2296650717703
O14931	1.02980682769031	0.00862641230323477	9	1	10.4477611940298
O14944	0.97846007664265	-0.004924860898978048	17	1	12.4260355029586
O14957	0.97756258539584	-0.0020999597666574695	10	1	37.5
O14967	0.996856836629278	-0.0007609037882390281	18	1	3.44262295081967
O14975	0.890975139689375	-0.002486365100761209	16	3	10.4838709677419
O14983	1.03473882297751	0.008945926450530783	163	10	20.3796203796204
O15031	1.03936287196601	0.007296048568653767	25	1	1.14254624591948
O15079	1.07052325348678	0.011776491763247146	202	1	4.04858299595142
O15118	1.02016046583316	0.003634974102507411	79	13	21.3615023474178
O15120	1.00849471118756	0.0037146974986157	9	3	22.6618705035971
O15121	0.976984096913771	-0.0037193115383387146	20	6	39.0092879256966
O15126	1.048688999844	0.014009285864698054	138	4	24.8520710059172
O15127	1.01517168338636	0.005837112187150578	84	4	25.531914893617
O15146	0.978238184857947	-0.004687585021217513	259	1	2.41657077100115
O15155	0.987755486545227	-0.0011895301472638585	70	1	17.7966101694915
O15162	0.966910437485422	-0.011996769708252872	31	1	5.34591194968553
O15165	1.03049438533361	0.004766643512451591	67	1	6.86274509803922
O15173	1.01875937972298	0.0040399496463240595	54	1	11.2107623318386
O15197	1.05567583366102	0.009612201742895916	124	1	2.05680705190989
O15218	1.04190186757283	0.009417292313582957	15	7	38.3663366336634
O15229	0.95426593431024	5.3554925830578796e-05	19	2	8.43621399176955
O15239	1.06723484848485	0.01585810023310022	2	1	30
O15243	1.01476190385728	0.005752246926971472	63	4	64.1221374045801
O15244	0.974820185734861	-0.005716650787344321	20	12	45.4054054054054
O15245	0.980275524935095	-0.0027643052804088232	23	12	45.8483754512635
O15247	1.06109759318045	0.010739304448231887	72	1	8.50202429149797
O15258	1.03644183521489	0.00755249553626471	113	3	32.1428571428571
O15260	0.983206596031675	-0.004415833462238903	129	5	39.0334572490706
O15269	1.06538289152577	0.0123047016780816	99	1	4.43974630021142
O15270	1.07173018856261	0.01724216959808423	92	1	3.73665480427046
O15303	1.02147793545675	0.005417288151596255	52	7	17.6738882554162
O15320	0.998132416536829	-0.002842175263650786	131	1	2.61194029850746
O15321	1.02668931141354	0.012225196887844523	107	9	31.1881188118812
O15342	1.00433352516971	-0.0003669998328880504	39	2	51.8518518518518
O15354	1.07614959057685	0.0154524372012209	29	7	23.9804241435563
O15374	0.967025302352391	0.01358139644860963	16	12	51.5400410677618
O15375	1.0216475039857	0.00900622061530483	9	12	49.9009900990099
O15389	1.04412064983288	0.014709150092269384	5	1	3.81125226860254
O15393	1.00349440770968	0.001827931481085187	16	1	4.26829268292683
O15394	1.04180930024328	0.010193055163011423	91	1	2.5089605734767
O15399	1.03932140033149	0.01732289748006305	28	3	4.11676646706587
O15400	0.796662769899904	-0.0412431120545945	51	1	8.04597701149425
O15403	1.02529190850546	0.006815715557087186	25	12	48.1835564053537
O15427	1.00898328562494	0.006525722173027443	40	12	54.1935483870968
O15431	1.08622386535909	0.015518422653298407	69	3	33.1578947368421
O15432	1.05790170290507	0.01354880802252586	13	3	44.0559440559441
O15438	1.00194612979795	0.0017636870962553838	22	17	23.3791748526523
O15439	0.980222332459941	-0.0019225866968236606	54	14	22.188679245283
O15440	1.00864277489271	0.004042744851042497	107	13	18.9979123173278
O15455	0.970488323473361	-0.009082956637901875	37	1	2.32300884955752
O15466	1.01353942041157	0.0012378957634903052	208	1	5.58510638297872
O15482	0.987971791551698	-0.00381004284797733	9	1	5.60975609756098
O15503	1.05661183202089	0.017992762020448066	21	6	44.043321299639
O15533	0.980980917284505	-0.008852030189512	34	1	4.6875
O15547	0.81621546473273	2.9509587107195805e-05	19	2	9.52380952380952
O15551	1.05589720765955	0.00829693115017736	34	4	38.1818181818182
O15552	1.03519538183859	0.007997644997576523	18	7	44.5454545454545
O15554	0.970275973971452	0.002903189665685391	40	6	29.5081967213115
O43155	1.01883414881812	0.006336394788015862	98	1	3.18181818181818
O43157	1.05038087644432	0.008180082259393057	75	1	0.983606557377049
O43169	0.965599099488475	-0.009245922739219673	17	1	12.3287671232877
O43173	1.01365985716473	0.003587632939833923	88	1	6.31578947368421
O43184	1.05693743332134	0.010961896202187996	23	1	2.31023102310231
O43193	1.05330422813558	0.009545099572862084	15	7	37.378640776699
O43194	1.03515926728984	0.008365714535262641	13	7	33.5540838852097
O43246	1.02874118261176	0.00575601232570314	17	13	42.992125984252
O43286	0.968925514308082	-0.012861604477214406	31	1	5.41237113402062
O43291	1.03160381761008	0.011441887473942416	20	1	8.33333333333333
O43292	1.0091191878106	0.0028861265118148203	87	7	23.6714975845411
O43300	1.0557281462685	0.011553542245704521	174	1	4.06976744186047
O43306	0.986307777795919	-0.003610320302676546	176	12	17.5513698630137
O43315	0.965252176539194	-0.006685190157318472	14	6	42.7118644067797
O43424	1.04507507344569	0.013568388485833832	126	3	6.25620655412115
O43451	1.04932639816347	0.01007446498422282	22	1	1.13085621970921
O43462	0.994723435033765	0.0012685179844812552	90	10	36.4161849710983
O43464	1.02628676907476	0.0048850237045533935	52	1	4.58515283842795
O43490	1.05641388186042	0.014009525399685608	84	5	12.1387283236994
O43493	1.08522942704455	0.027363710806245587	21	1	4.38413361169102
O43497	1.06010178666305	0.013920139544898971	469	24	22.2970130416491
O43505	1.02415312886876	0.010466314564760286	74	1	6.74698795180723
O43506	0.784222019037631	-0.03552135925894772	20	1	2.89256198347107
O43508	0.989877517798187	-0.002389685679307216	43	1	8.43373493975904
O43511	1.00190133393033	0.006199533040905186	44	12	32.3076923076923
O43520	1.00375570780527	0.0036695582750534876	96	10	17.4260591526779
O43525	1.08181163479754	0.01818059464591056	74	6	14.5642201834862
O43526	1.06094153178184	0.012531798358395678	401	6	14.6788990825688
O43529	1.06916988465751	0.010582949859551966	147	1	5.89887640449438
O43556	1.04247281082082	0.014469213817898811	596	1	4.80549199084668
O43557	1.00271318346633	-0.00017330045150174347	15	1	8.75
O43561	1.00441669704728	0.0025901403022076178	6	1	8.77862595419847
O43567	1.07328562589141	0.011678059956170037	130	1	5.51181102362205
O43570	0.907854980274456	-0.01515099029821007	29	1	5.93220338983051
O43581	0.987721320729887	-0.005976180981081958	98	1	5.21091811414392
O43603	1.04484918217953	0.010969150009547223	17	7	38.2428940568475
O43613	1.05316736741671	0.010782747662907207	93	7	36.7058823529412
O43614	1.03761092773251	0.01075635222983831	118	7	34.6846846846847
O43657	1.00531493405294	0.005773496959418574	80	4	34.2857142857143
O43674	0.991256745917649	-0.0022276277194845946	12	1	11.1111111111111
O43676	1.08062635560701	0.013500350020918978	9	1	23.469387755102
O43677	0.97053085417286	-0.004776732093084791	10	1	25
O43688	1.01235426689878	0.005084044021404942	44	6	43.75
O43699	1.00997483713171	0.002919174654545064	15	1	4.63576158940397
O43731	1.02899035994853	0.005230385517828604	65	7	60.7476635514019
O43736	1.04781571692599	0.008992117441053014	89	1	7.98479087452472
O43749	1.00819811463515	0.0009219581525068673	19	7	48.3974358974359
O43752	0.933062426055108	-0.01481595203757969	71	1	8.23529411764706
O43759	0.980604552317111	0.007906678611838578	47	4	36.0515021459227
O43760	1.01760478725834	0.006882124655006493	20	4	37.5
O43761	0.997047107503347	0.0028180683163501223	48	4	36.6812227074236
O43772	1.04969236810292	0.010614112120397945	77	6	38.8704318936877
O43808	1.00844572234459	0.0028143745902288347	88	6	41.042345276873
O43819	0.985494939559384	-0.0016582954840979724	27	1	6.76691729323308
O43825	0.969923570273838	-0.006574493027427455	168	1	4.97630331753555
O43826	1.00383888032969	0.0007380430652882484	180	10	48.951048951049
O43861	1.04914287521445	0.009172378206375745	252	10	18.8317349607672
O43868	0.998424382892102	0.0025268078039772384	19	14	43.7689969604863
