real	pred	fold
0.010993383603328879	0.00833317806914754	1
-0.006040206158750472	0.0054036565307486965	1
0.00683561866889051	0.006314583435047258	1
0.0029213006301782034	0.005988667040725875	1
0.004572357937934842	0.004703938611053562	1
0.013218791522056373	0.005473926955788846	1
-0.005099032692497443	0.004297990390967039	1
0.015045871466116188	0.007663587877641561	1
0.005404192800409964	0.006005328892724629	1
-0.004142438211021266	0.001993619834671068	1
-0.0008103788475418539	0.006249427328429956	1
0.007415770232245676	0.00580395705382057	1
-0.005474226799452594	0.0034605084904533088	1
0.01577984014532736	0.005887667836196877	1
0.005215426377840323	0.005333301676350172	1
0.012887892024444993	0.0014033168063105471	1
0.0029615627689524816	0.005111213798476423	1
0.02074606834968711	0.009897756034996163	1
-0.009188822651503043	0.004228519239692722	1
0.00537117699103176	0.00346452799061271	1
0.003012351710370946	-0.00014635841965053966	1
0.0053464876598329795	0.005484065243923233	1
0.0043299030781423385	0.005498241912410571	1
0.0005925721457150183	0.00023548881099298997	1
0.0011973170091231064	-0.0006367134059169395	1
0.010765308813641385	0.00726539761756152	1
0.009397253099120472	0.0060227618277243905	1
0.013435032571570346	0.003059324572296518	1
0.005532035156950752	0.005182389020623571	1
0.006103561347898844	0.005154789232493144	1
-0.004350624600332532	0.006871680992817329	1
0.001064008034554583	0.004898179781671302	1
0.0019889033966695863	0.005684625514022161	1
-6.337062071452872e-06	0.0022926581948234195	1
0.0006003503046908558	0.0007230652795105333	1
0.007650833360223978	0.004838164982622684	1
0.006620398447094503	0.00634968784442119	1
0.0007925606171381785	0.006534655643332351	1
0.004676687875997635	0.008342800608211009	1
0.0053367252037513505	0.006688098470023508	1
0.00580100666143675	0.004390433831265595	1
0.007649962903407846	0.005674209680642086	1
0.01401739880703782	0.00862256370944303	1
0.013240112991660093	0.0028615897423556256	1
0.01265968031806446	0.007912100538025869	1
0.01063602483446298	0.0073832277891307425	1
0.0004866837636300123	0.001281379180513887	1
-0.017178471294562972	0.0014311681809303209	1
0.0014522599482824808	0.003963036572030847	1
0.006880421686030758	0.0010672966454952327	1
0.009454012354488157	0.006529568863304011	1
0.0059457934720286145	0.005841979730110645	1
0.010245026072408495	0.0039018964188179887	1
0.005339438465524044	0.0034494714466719294	1
-0.0008373316936917482	0.008741547534989564	1
0.012093896081866487	0.006283271831152245	1
-0.00042337763404816814	-0.0013875410841957757	1
-0.0014710198339499107	0.0019067084793826104	1
0.009885164003210406	-0.0033741613213063622	1
0.00962564831076972	-0.006243747252029911	1
0.004225567655095747	0.007364064256599021	1
0.010005961404258636	0.00840918573642759	1
-0.001551142731893983	0.004504477241122069	1
0.006402931011282515	0.005094815467668039	1
0.010352400263077505	0.0048699926762092996	1
0.006517301917264342	0.003385281664421879	1
0.011317222037918243	0.004667522315289408	1
0.010293186543145396	0.0087150140241216	1
0.00379991295108266	0.00025935117283677045	1
0.0027696612764550803	0.007554348433643912	1
0.01077037240266555	0.007432855053306055	1
0.015354533246225996	0.009643538201752212	1
0.015990397659257426	0.0011881408430443902	1
-0.0022168296535946194	-0.00025302186941182923	1
0.011128665220936966	0.002564335967963186	1
0.0027925247873105945	0.0044730756757029935	1
0.006124406478883041	0.00379808283516737	1
0.01200245939410748	0.005642227893043243	1
0.003779510434668093	0.006301985711432052	1
0.009450001221735177	0.005524479896019216	1
0.01863094602165155	0.003381111541503346	1
0.0008751923680048455	0.003251018152421586	1
0.006841623899773791	0.004517047751257418	1
0.013704563057228246	0.005828286055766696	1
0.00667059093509542	0.00986568019181177	1
0.0036083856282002774	0.009129943511271804	1
0.0017024493142598304	0.004716662882622153	1
0.00830351276951994	0.004519741202110366	1
0.005092626947566095	0.0068954888701351505	1
0.007216514129435424	0.00823574151507665	1
0.004922987746752964	0.00767327327572244	1
0.015461395463944644	0.006498813123238109	1
0.008732030906936519	0.002610406721121132	1
0.014894299592761829	0.00848651944171002	1
0.009962257230806598	0.009252406852746293	1
0.005130700624908739	0.008968518624505666	1
0.0012879573396035147	0.0052318609332667205	1
-0.004156238552969847	0.004974850013154203	1
0.0060174324012851575	0.005524661923480485	1
0.011151769236183278	0.0022247083188091854	1
0.012050005363863938	0.009229601052494575	1
0.008274053365622234	0.00942596007396451	1
0.009290278029874073	0.01152200664067211	1
-0.0030392084812967683	0.005150704198171994	1
0.020895606419674504	0.004292800342039011	1
0.003245653723304243	0.0037471603191294163	1
0.005605284814106142	0.004703601352831707	1
0.015277354864391074	0.005609974729535833	1
0.013241035176080936	0.008758084459127811	1
0.009308865295591657	0.004361880324656673	1
0.002066065521518043	0.00628873179010767	1
0.007017318167379691	0.003070348113257558	1
0.01224101357144042	0.007213112802428889	1
-0.0073636933078921815	-0.00020556054521353247	1
0.00038238846115076433	0.0022820419026256793	1
-0.002262609241142849	0.0005472922661105862	1
0.005157172313922879	0.004365983325769707	1
0.008854417533297087	0.0011461399575029084	1
0.0032091924512562173	0.0022314450273304308	1
-0.006974050788113655	0.008596581253747774	1
0.008357110030216596	0.005732641947581494	1
0.0037635597077652367	0.00017284174226888443	1
0.0012718722125248925	0.005195408440752385	1
0.005614857574504534	0.007648222599916327	1
0.002002715120405425	0.0052796182815676	1
0.010807434489191605	0.001472804631947586	1
0.006896601693894114	0.0066229960613398715	1
0.010874718323087637	0.009544941706961439	1
-0.004090943655939324	0.002517422793583252	1
-0.003836899888080553	-0.0019979315901822382	1
0.0026081136755270627	0.009828530223648983	1
0.004135983488611234	0.0027871507139175123	1
-0.0020765683168340325	0.004499389656711005	1
0.0030419826240024074	0.004946429115839768	1
0.0008666327737317241	-0.0002850711361314639	1
-0.004669345167029667	0.0033000588308832613	1
0.0016468908502135894	0.005351359700582453	1
0.0017777431178323253	0.005731368289951644	1
0.0020699402936133864	0.0010761656863727933	1
0.00630488083801328	0.004326977784738899	1
-0.0030276582948109824	0.004268978358581605	1
-0.006130890529092029	-0.005872211731075114	1
0.009200767557193332	0.009252479450629575	1
0.006998276693758372	0.004339414685676125	1
0.0011603788088204064	0.0037759802811850505	1
0.002219736145212265	0.006247019533606437	1
0.003948211524905481	0.00561528458128642	1
-0.0017783304692503105	3.7782171763467895e-05	1
-0.0014829686550913938	0.0010199506334857779	1
-0.0008874612957868311	0.004947769602736722	1
-7.169259890866816e-05	0.00401960765740344	1
-0.006157485490714328	0.006609166987454975	1
0.01668032297659184	0.008577965327617515	1
0.013692814620768606	0.011995607621029466	1
0.0037815444217125967	0.0011091136079458457	1
-0.00939444680372454	-0.0011904717523845264	1
0.00541474410005477	0.000838169843327465	1
-0.009490401451237387	0.00179441521774878	1
0.010096084724174713	0.010793114927657641	1
0.011032744186131557	0.00886943314519286	1
-0.0027293995395672593	4.235695595493955e-05	1
-0.00022960655500426567	0.0001413090318888611	1
0.0002234315613361768	-0.002596870163448188	1
0.003330870615971768	-0.004886538763965827	1
0.017077699425529485	0.004940221546905751	1
0.0033441441321322056	-0.0008006388111416109	1
0.0011460388569580619	0.005217733800183423	1
0.014269530708299243	0.007663818587283791	1
0.0028952182620500953	0.006266172640794144	1
-0.0009106727589348935	0.0017712022697825064	1
-0.0035980044481307757	0.001251406950802542	1
0.006427667274483196	0.00898298946305059	1
0.003357292212078145	0.007458018927680595	1
0.000669306913766542	0.0046207753342769955	1
0.0049880963555060534	0.007429961149783283	1
0.0037706805932424	0.0028813945980159694	1
0.0004498823452265059	-0.0008766343468825264	1
0.005778868580709284	0.005927011558413425	1
0.014235486392525403	0.010332382574970437	1
-0.00603631085989307	-0.0010739917171752624	1
0.008607356854754885	0.0024717655956418825	1
0.00804290298743386	0.009029088139720198	1
-0.0013168697448596167	0.0036503602046399075	1
0.008866502582664157	0.009804396307978105	1
0.01170947246494076	0.009707165343309147	1
0.006728892048840019	0.005096083615427614	1
-0.0030140244314304358	0.000869776023930703	1
0.006128116877208108	0.004902572299674576	1
-0.00667801376377296	0.0014974060848663851	1
0.013792753489138972	0.010291305131414788	1
0.011794616931338731	0.009197066055927471	1
0.008246375144894529	0.006194541063821318	1
0.003691312084895929	0.002923183278758183	1
0.0031375377551309857	0.004543814022112016	1
-0.0012996287871040475	0.0002286255604606261	1
0.00997848930513649	0.002275932114375435	1
0.0022871518844854288	0.00010598136739962627	1
0.0009557707322068748	-0.0011208295161708247	1
0.0018443533913657308	0.005213362236200296	1
0.006304002601768319	0.008701708565593894	1
0.013040857689297948	0.005760604660569222	1
0.003393162614762617	0.0077550070789019826	1
0.005175292819856292	0.007323561806361725	1
-0.005711545144061177	-0.0049118493881296485	1
0.004768423236623695	0.004686500410802026	1
0.00302462069555541	0.0009886223905036069	1
0.012672538453188956	0.00790397137818767	1
0.013240744912856268	0.007224379057475865	1
-0.013777450393127177	0.0014469007714737387	1
-0.003899337722940464	0.0011492250063657615	1
0.006449987053912911	0.00510427268710419	1
0.0008085077388587348	0.004291112343042381	1
0.002470327796924091	0.0035122278639505714	1
0.01250657976498215	0.009806158026037607	1
0.003967702873696077	0.006253262664921007	1
0.012269597951799249	0.007837337790625586	1
0.004795508003954856	0.0013991074625090915	1
-0.002713757128257068	0.0028803468543436173	1
-0.003931296287398544	0.003405524503916496	1
-0.006535662429955279	-0.001312712045501493	1
0.004629147982776811	0.0028112326313912764	1
0.011951081285844331	0.007201825670937196	1
-0.001987340588403489	0.0020960650805659105	1
0.0045678405301098355	0.003886346124493093	1
-0.01059819565256709	-0.0016031231304607647	1
0.0018690766608766961	-0.00044085160130534956	1
0.003741648220875071	0.0025588464908166096	1
-0.005483788086455521	-0.001947797328611421	1
-0.0032989312142591327	-0.0013199030280056899	1
-0.005109042597453971	-0.001797279829921565	1
0.003292103071510338	0.008985110275462171	1
0.00527621972122004	0.00259038584419051	1
0.010730348124846842	0.01080807467979089	1
0.003795561095532353	0.0016294806921356667	1
0.014847836749850784	0.006918422443119495	1
0.013543008137313257	0.009428582063751835	1
0.009939700794297679	0.007841023514677263	1
0.013978441840237393	0.0077290374358523406	1
-0.007373975426284972	0.0062718994565471465	1
0.010278836951770369	0.008190650155282777	1
0.011907448092943114	0.008972222214905512	1
0.0108954386087165	0.00451415755335093	1
0.014236206364911855	0.0041256717241007134	1
0.001648159966881078	0.0057862974575522575	1
-0.006560500830520908	-0.005858065793567418	1
0.0108645190265482	0.007354467524696012	1
0.00893074206414783	0.005157418187164776	1
0.004888721643624589	0.004625470122653331	1
0.013857439658019643	0.0014070355246690786	1
0.01624400171118958	0.00818273731027116	1
0.016030195417066854	0.001819481267777073	1
0.009395453915326596	-7.116161080147447e-05	1
0.004225416658509304	0.008787999424469862	1
0.0007538515990366016	0.00199972522993231	1
-0.007544812186737375	0.002063361092369756	1
0.004955940389795714	0.004149911695368297	1
0.012026821299593008	0.006910459774595944	1
0.008376159609339965	0.0037739904097620135	1
0.007775665694035667	0.005275157840627319	1
0.0060113197591654104	0.001411100440606222	1
-0.004908949944580143	0.006525396093872759	1
0.008079014497691456	0.004762183814702045	1
-0.009006524371978394	-0.0014118202802173884	1
0.002047971574497661	0.0067435576359605705	1
-0.0012444165269209738	-0.001341606940295432	1
-0.005517985187206587	-0.002813771357538408	1
-0.010659804177706296	0.0011887221473002533	1
0.011109276859534814	0.005138531894944125	1
0.003747066413339703	0.008818707718831774	1
-0.005154315801887355	0.0036921338391402328	1
0.007156806228198543	-0.004509402861646616	1
0.014575259283694372	0.004056635575072573	1
-0.0023820032017605078	0.006056169637957699	1
0.0109656054592381	0.00901473425482253	1
0.005708954819344274	0.0027149244053247357	1
-0.007394764725852645	-0.004355268838455961	1
0.005502880272397449	0.007538754616406685	1
-0.0028070034685714128	0.0008220332887850198	1
0.005652993268168586	0.002786441912053968	1
0.0070266975843227535	0.006385835500844791	1
0.0012841062036868676	0.0026953729576526947	1
0.0022684085261789138	0.0014442671026846867	1
0.003794678126022146	0.0064206281741257245	1
0.00377207777390968	0.00454248105077262	1
0.0012158151018293998	0.004414739920726472	1
-0.0023602138447212672	0.0019394200205399305	1
-0.0003334880447108567	0.0015338211852882018	1
0.001105063543709285	0.005727470872293486	1
0.002912968386637098	0.0016544471558022202	1
0.003050421016505746	0.0029295599545969575	1
0.0011522198966613193	0.004519765715253573	1
0.001339853559082626	0.0016110043581351963	1
0.006365649503455397	0.00781272075495102	1
-0.000740090979620309	0.004554076718254909	1
0.008967207539796716	0.006907894532320832	1
0.001178754123734699	0.0028755039106248626	1
-0.005541014288739932	0.005176096117729181	1
0.01528998164088416	0.0009515433960352855	1
-0.000645260407403995	0.005449065090192571	1
0.00987109591655658	0.006350461623871855	1
-0.0055023329397729795	-0.0001323665552614366	1
0.005085136745605796	0.00858459064266555	1
0.0017553544282169346	0.002036602623128286	1
0.0047131651913257825	0.004865039474600304	1
-0.004319695231259631	0.0020290915527492307	1
-0.007493691007519864	0.003638238243540844	1
-0.005363509468663652	0.003028114665585793	1
-0.008821404499515831	0.003567334465530483	1
0.01415311300488054	0.00664790877275027	1
-0.0029913645804477873	0.0031267185184021915	1
0.01387169464800408	0.0022694206305240586	1
0.01044083060786439	0.004843588385582193	1
0.003391829128521873	0.0011300700374156539	1
0.008215472117434073	0.003668892292910167	1
0.0037381491435285533	0.001434878235455134	1
0.008012217012855859	0.0103014134262808	1
0.005108596146911071	0.0040719523954705515	1
0.014864920407429347	0.007241622279160832	1
-0.010389817847258979	-3.0052702215408226e-06	1
-0.004173976183078654	0.0021547552506306824	1
-0.004819441769456232	0.0002890238368966299	1
-0.0059464991061994685	-0.005586392830539087	1
0.00023894877846329605	0.0026261212891324917	1
0.00896067773620569	0.00671840205296542	1
-0.015186507111758469	-0.0021243673882343356	1
-0.005259145729567334	-0.00013919019595624496	1
0.00220265545821005	0.005454014580365852	1
0.004389507776471364	0.0033082756466311807	1
0.013216851095499894	0.008096382019614651	1
0.003233173775111408	0.004775192974765903	1
0.002452150057447049	-0.0020337749118628126	1
0.007738086233833251	0.006292010432607733	1
0.012841723644440379	-2.0578643609921527e-06	1
-0.00704833339821033	0.0007352542215754929	1
0.015259879787136284	0.004306656737918763	1
0.007191027981840834	0.009588989343077768	1
0.004924731938356515	0.005702914469444779	1
0.006009691885909296	0.006402257089949215	1
-0.0002544026521972098	0.005918975072702198	1
0.00552324617342192	0.004337896525167699	1
-0.003827421465570729	0.002566415804878746	1
-0.0012882155678538196	0.0024868533043781458	1
0.018929335617276995	0.010464690580912218	1
8.78885847482979e-05	0.0015460012138886609	1
-0.0042153531757415826	0.0034400420055584304	1
0.004832371729219922	0.010164920506812143	1
-0.0009139398538116707	-0.0005199013423229	1
0.011141974557794377	0.005995822096188362	1
0.003844465294376831	0.004938637186822682	1
0.0001221424772396722	0.0065283547365010295	1
0.006392791748602882	0.00415860830704572	1
0.002648582390434657	0.0038353623132161138	1
0.0013586976075121002	0.004814666620798037	1
-0.007721602653150732	-0.0021831917248446354	1
0.004815283783038402	0.007781075789457407	1
0.006444623918627278	0.005071503490907371	1
0.004403314345794376	0.0022851803868284776	1
0.008019162038931332	-0.0005403084022995988	1
0.0004404932180752368	0.00045382158711062886	1
0.009920884815716706	0.0037856376329112344	1
0.004582595518250753	0.0008324642382036653	1
-0.005527775879740299	-0.00013742181129332856	1
0.008481939974538685	0.0012046553227611889	1
0.009236282883769088	0.0024336598201075855	1
0.009797973772691686	0.007712044757068048	1
0.012901319101176385	0.005074196846435351	1
0.0099452619260879	0.007230860933752449	1
0.0016465894840709	0.0014962901758150441	1
0.00136887166916277	0.004543478545716738	1
0.0016778595370732633	0.004105379637568218	1
-0.0008908917803862726	0.006554342068789378	1
-0.0005551714906031994	0.007275316686567494	1
0.0072282141392470784	0.0024112370124191383	1
0.010027142321553894	0.008130870065967482	1
0.0045550468467836225	0.004810789904177944	1
-0.003443074001188258	0.0018083549370990046	1
-0.008156110787813815	0.000279740439694342	1
0.0011290364637062695	0.0014283833608226678	1
0.002421645862734809	0.002804191623126988	1
0.010021597387426123	0.004474264069108864	1
0.00818508204804256	0.005627595681177316	1
0.005396269548644028	0.006991324037487968	1
0.006480151883874417	0.0067100336590414115	1
0.011913131694510134	0.007467011230865353	1
0.008243896842707096	-0.003593403929643693	1
0.003764644465467752	0.0031135599958167465	1
-0.003978289194291334	0.002518947962083318	1
-0.007675746380395051	-0.00033406436240007535	1
0.009720994729823178	0.002636922652481963	1
-0.004442117735503542	0.006248515095698283	1
-0.0009654845992681377	0.0013156762886940491	1
0.008962762099173394	0.0008412679537888085	1
-0.01787397098191876	-0.0010902802397312842	1
0.005545457015224325	0.003210393042292465	1
0.003351210699208196	2.242631352815454e-05	1
0.005836198545704757	-5.6423167021827526e-05	1
0.007368106821091878	0.002865864030724413	1
0.003922620423967309	-0.00017960257359111968	1
-0.010584401787417966	0.00042800599040273483	1
0.0022743958015243584	-0.0029987484916321554	1
0.004397696283007254	0.007657394695389786	1
0.015512353785692653	0.011622527575678495	1
0.002267765252486176	0.004711582007974247	1
0.0004862301523139417	0.0020719511565349662	1
-0.01770137713066801	0.00044031422609413406	1
0.00037754185790819447	0.007261199548519416	1
0.023552588791629005	0.010528550274923101	1
0.013368362249196904	0.0017490835613352591	1
0.0037037703724090002	0.00417963675168014	1
-0.005904910979046375	-0.0019957179082119004	1
0.0049296210400320535	0.0041907444333285524	1
-0.002739268237802848	0.0035307142195761827	1
0.015217933401880825	0.011995660949876072	1
0.008472947707014483	0.0023454240685098263	1
0.016793820681486753	0.01064919239712292	1
0.01915247817775876	0.011247060762972142	1
-0.0036961652307592008	0.0014559324563109969	1
