real	pred
-0.002495080788729953	0.007258313616719738
0.004143899152387132	-0.002418416501667158
0.005430838942095922	0.004899546171526158
0.006486482567294748	0.0060912870837151745
-0.0005848393812913439	0.003588853023716272
0.0029054251618861296	0.006504735047968375
0.009322542354187342	0.005420972700061982
0.01125093997771961	0.006911252174070381
-0.0041196548818578736	0.007172716222207098
0.010550059363002923	0.00541565737118513
0.007834408358943548	0.005686051115276826
0.009149617799451835	0.009056501219515452
0.01158356084296494	0.005494876012234816
0.009245026209708929	0.0023500747767961562
-0.0011293397157335835	0.0063453478275565045
-0.010193454695685632	0.0030641683121394947
-0.01114843098296242	0.007970096435494723
0.007362497706595397	0.007916074269338293
0.009971488852368652	0.006494094686590964
0.005888346926674649	0.0034899730638020907
0.0145706564790537	0.0072181084596505355
0.013799978943463971	0.0063290938833043126
0.008298143945752609	0.005422344347911863
-0.008783201040537559	0.006169150964079077
0.006135908738277235	0.004561845663539599
-0.0013481208887487755	0.00566946636978293
0.002272660189881589	0.006165971438362888
-0.0010479330103979614	0.004664156431253029
-0.002873935015887909	0.0038879223571334177
0.012510249655665079	0.006666849693520644
0.013270256068397664	0.007646648201408057
0.008264042996978832	0.002222649773599006
-0.018146840673209	0.0054797007548635585
-0.007641118866326814	0.005041618436953155
0.004922324618614962	0.005478257781942099
0.013527855445546149	0.005793765074259774
0.009873790350251722	0.006881367456923685
0.0071668372602728065	0.0008163759733914519
0.012273380277978441	0.007560555462518141
0.00923715224186058	0.008102984483795712
0.01381355932203392	0.005909153768235393
0.0027718594108370282	0.0054243458068866275
0.003938593969899788	0.007129852248332725
-0.0006893785193929029	0.0033381880545136646
-0.0021261055937021166	0.0034264535402794578
0.013135072115032823	0.0049194674730774456
-0.02473394067419569	0.005005743217850646
0.003421174354795158	0.006894457656841298
0.01246643708148521	0.00629725065869506
-0.007282571502972542	0.005446056307537178
0.003343746419295441	0.005085032871963778
-0.03609564901651438	0.0035538508604744056
0.011536791334245029	0.005675418404944106
0.008196057136533059	0.009479130649207797
0.0014997059235042894	0.005504067219376702
0.0121514415792459	0.005475029320895429
0.009087796323662177	0.005114167848591395
0.011579874367457287	0.006524466053838508
-0.0020080939533789624	0.0035824453493434874
0.0015549221473463615	-0.0004772112501613074
0.008653484138845416	0.0054506923259852345
-0.006303511644902352	0.006763473746596115
0.011290317678653959	0.006397916101458836
0.006626867864051339	0.005625315180570482
0.009687385771755787	0.0072274142053750075
-0.01409140216793624	0.0017949306488654502
-0.0030062403326979853	0.0022415944654576446
0.00123731597498874	0.00250942712167144
0.0024429343982954647	0.004698685264288446
0.014570552147239272	0.005776181654974399
0.00026118506532876734	0.004245874457967953
0.010338462559818507	0.005822237571053266
0.001509605740599468	0.004539064238099101
0.005984342033456839	0.004613443466195221
0.007356904836579052	0.004514777260885335
0.002910117299207648	0.005702414945322025
0.005147882881710834	0.004218303207253497
0.003361051881326002	0.007638780232584921
0.0016894394214767429	0.0018072203518021148
0.002209483420880708	0.002709970184285934
0.0014661519323182616	0.005982082910591634
0.004978604744651593	0.0012863504496996238
-0.020090151694573743	0.006315285061649587
0.012867413315230893	0.004110703512445486
0.007594111421564091	0.004865223805037734
0.01085899229015735	0.0014262873334312297
-0.04621568462567545	0.007749394707909293
0.0036182003692591673	0.007223475166416188
-0.004959309554428083	0.002717398809193864
0.0121555502623113	0.001559601772755181
0.013407311082190652	0.005422242563637888
0.008943822224700387	0.006053780626206441
0.009330908208590895	0.005575955730114463
0.0004089668896657649	0.0065909444260381575
0.003739439784676205	0.006369196643459427
0.010002898886968635	0.005294148895500076
0.0044301911829899504	0.00599385340999436
-0.013100102404690284	0.001994954991779767
-0.049516345077315546	0.0022739595385727236
0.007899627262875365	0.00416910852645987
-0.00381597573306433	0.006892607714914866
0.006674793133816129	0.007868673917504874
0.013939951494181372	0.0025041697937129223
0.003964814102251814	0.004571494127472528
0.011089554559392364	0.006957752554140261
0.010654972429138551	0.006206345407534049
0.011476510560360198	0.005225551049221658
0.011532052967146735	0.005569405067844032
-0.002106460553569041	0.005711226403535754
0.0036889978649928346	0.007645880638497607
0.002210747520182017	0.0038748475690187447
0.013478873613660578	0.004848239664787646
0.012763203454915537	0.005472744122004253
-0.00022419546603373583	0.005445220461759073
-0.017139874624781143	0.002362435435078725
0.027363710806245587	0.0040249693451561855
0.013914027033736287	0.0065014397115233874
0.010695103569134005	0.004916435847519057
0.02441999363741764	0.005753378904966731
0.0035207325286776376	0.007288479369699305
0.014108111620003937	0.006085653873868941
0.003457795074342831	0.006482599603254883
0.010499719161588806	0.005748637955236636
-0.0011539819723766036	0.003336165501501979
0.008830645178861916	0.006340555922513882
0.011569881062151365	0.005411814060498058
0.009834193299487684	0.005042382591498348
0.003272087504322071	0.00587971275057394
0.012141434426377344	0.005436178949592842
0.004222513704770375	0.0023515289276530684
0.007233530196955648	0.003355528537749835
0.006584607357575743	0.00603909754870737
0.008548456671731297	0.005753014969472506
0.004511251740334751	0.005752587378448501
0.00969198217491118	0.0054215972043483145
0.0055370282075476685	0.007158233335180114
0.011568666676319063	0.0044760500750658
0.013868205499617222	0.005564312419975568
0.004977614835333495	0.004177717261352379
0.005809908004115241	0.006206389358784691
-0.0008230485945474233	0.006538370210699546
0.006109468720594471	0.005158891128317423
0.01149553747208486	0.004561908754141613
0.015466064301406348	0.006331278864373052
0.012435772662193964	0.006245265299515241
-0.006024305767734949	0.006030383085206075
0.005994578100556537	0.006392490098261063
-0.0029462490355944963	0.005909153768235393
0.01138194848745953	0.005892412979854672
0.007152980537041775	0.0065426364617072194
0.0006660407690967893	0.006452313324541441
0.0010723547448993637	0.006191852738151758
0.011438217528704064	0.006800263913936722
0.005228510479658094	0.006114877469420032
0.014240514899351872	0.004294766117714534
-0.000887298229690135	0.006370727040062342
0.0050569820752719066	0.0067714870685133075
0.006891050926680273	0.00739261750291826
0.003195409438355409	0.005205592980777877
0.012321579569150492	0.006432292918309714
0.0024203847815959037	0.00541049570167828
0.006826311353542509	0.0024794089198927408
0.00024837218779238425	0.0031096948090786787
0.007830427199523114	0.004681425851258139
0.001438623465638994	0.007100061958065255
-0.002040824223803111	0.00664044394332214
-0.0010227535308934474	0.004954798500448741
0.008572235597423867	0.007256916047254072
-0.0015786946716183005	0.007110676876596961
0.0074684789230254935	0.007046632483704412
